latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
22.319859,114.198555,60.0,28800,Asia/Hong_Kong,GMT+8

time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),rain_sum (mm),wind_speed_10m_max (m/s),wind_gusts_10m_max (m/s),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm),cloud_cover_mean (%),cloud_cover_max (%),cloud_cover_min (%),dew_point_2m_mean (°C),dew_point_2m_min (°C),dew_point_2m_max (°C),wind_speed_10m_mean (m/s),wind_speed_10m_min (m/s),winddirection_10m_dominant (°),precipitation_sum (mm),snowfall_sum (cm),pressure_msl_mean (hPa),pressure_msl_max (hPa),pressure_msl_min (hPa),surface_pressure_mean (hPa),surface_pressure_max (hPa),surface_pressure_min (hPa),wind_gusts_10m_mean (m/s),wind_gusts_10m_min (m/s),relative_humidity_2m_mean (%),relative_humidity_2m_max (%),relative_humidity_2m_min (%),et0_fao_evapotranspiration_sum (mm)
2024-02-26,16.1,20.3,12.5,15.1,20.3,10.4,0.10,3.90,9.20,42,14.06,2.67,64,100,0,11.1,7.7,14.4,2.70,1.44,42,0.10,0.00,1021.3,1023.8,1019.3,1014.1,1016.6,1012.2,6.29,3.30,73,84,64,2.67
2024-02-27,15.6,19.4,11.6,14.0,19.4,8.5,0.00,3.96,8.80,44,16.98,3.30,77,100,11,9.6,5.1,14.1,3.33,2.50,44,0.00,0.00,1021.2,1024.3,1018.7,1014.0,1017.0,1011.6,7.71,5.30,68,83,59,3.30
2024-02-28,18.3,20.5,16.9,17.8,20.2,15.6,0.60,5.85,13.50,77,11.33,2.19,100,100,90,15.5,14.5,17.0,4.48,3.08,77,0.60,0.00,1018.5,1021.2,1016.0,1011.4,1014.0,1008.9,9.80,6.10,84,92,74,2.19
2024-02-29,18.6,23.5,13.4,18.7,26.3,9.5,1.80,6.07,13.20,35,9.72,2.26,90,100,30,15.5,6.4,19.0,3.85,1.63,35,1.80,0.00,1017.6,1020.0,1015.6,1010.4,1012.7,1008.6,8.46,5.30,83,96,62,2.26
2024-03-01,11.3,13.5,8.6,7.4,9.9,4.8,0.40,6.10,13.60,5,6.42,2.18,98,100,83,4.9,3.9,6.0,5.16,4.44,5,0.40,0.00,1021.4,1024.1,1019.2,1014.1,1016.7,1011.9,11.28,9.50,65,80,56,2.18
2024-03-02,10.5,14.6,7.1,7.8,13.1,3.1,1.20,5.18,10.80,11,8.49,1.58,97,100,50,6.2,3.9,8.3,3.37,0.85,11,1.20,0.00,1022.1,1025.4,1019.4,1014.8,1018.0,1012.2,7.85,2.00,75,88,63,1.58
2024-03-03,16.1,18.8,12.2,14.9,18.6,10.2,0.70,5.92,11.90,87,9.09,1.84,98,100,81,12.7,6.7,17.2,4.11,1.79,87,0.70,0.00,1017.7,1021.2,1014.3,1010.5,1013.9,1007.2,8.76,3.90,80,93,68,1.84
2024-03-04,20.6,23.6,18.2,21.6,24.6,17.6,11.30,6.63,14.20,136,9.15,1.51,75,100,35,19.7,17.3,21.1,5.29,3.41,136,11.30,0.00,1012.3,1015.3,1009.2,1005.2,1008.2,1002.2,11.25,7.30,95,99,83,1.51
2024-03-05,22.7,24.9,21.2,25.5,27.5,23.9,4.70,5.83,12.30,183,13.18,2.17,92,100,62,22.1,21.0,22.8,4.17,2.53,183,4.70,0.00,1008.8,1011.2,1006.6,1001.8,1004.2,999.7,8.96,6.30,96,100,88,2.17
2024-03-06,22.0,24.8,16.3,24.5,27.3,14.4,6.10,5.70,11.40,27,9.10,2.10,99,100,90,19.3,13.2,22.3,2.27,0.14,27,6.10,0.00,1010.6,1014.4,1007.7,1003.6,1007.2,1000.7,5.43,1.40,86,100,63,2.10
2024-03-07,16.5,19.5,14.3,15.6,19.2,12.2,5.20,5.37,11.20,26,9.76,2.10,99,100,82,12.9,11.1,14.6,3.61,2.12,26,5.20,0.00,1016.4,1019.0,1013.8,1009.3,1011.8,1006.6,8.20,4.90,80,96,68,2.10
2024-03-08,16.1,19.5,13.0,14.5,18.9,10.9,2.10,5.32,11.20,51,16.22,3.14,63,100,0,11.5,9.9,12.8,4.38,3.68,51,2.10,0.00,1018.9,1021.6,1017.0,1011.7,1014.3,1009.9,9.50,7.80,75,87,58,3.14
2024-03-09,15.9,17.4,13.6,13.2,15.2,12.0,2.80,7.20,15.50,72,7.59,2.19,90,100,18,11.6,10.4,13.1,6.14,4.48,72,2.80,0.00,1019.4,1022.1,1017.6,1012.2,1014.8,1010.4,12.92,9.40,76,95,67,2.19
2024-03-10,15.0,17.4,13.8,12.4,13.7,10.9,9.70,8.60,18.30,71,6.49,1.43,100,100,88,12.7,11.4,14.4,6.54,5.22,71,9.70,0.00,1021.0,1023.3,1019.5,1013.7,1016.1,1012.3,13.78,10.20,86,94,72,1.43
2024-03-11,16.5,17.7,15.4,16.4,19.2,13.5,15.10,6.48,13.20,47,4.78,0.87,71,100,0,15.5,14.0,17.1,3.70,1.04,47,15.10,0.00,1019.1,1021.1,1016.7,1011.9,1013.9,1009.6,8.26,4.70,94,98,88,0.87
2024-03-12,16.9,20.6,13.1,15.8,20.5,11.2,0.00,4.83,11.50,55,23.08,4.00,5,75,0,11.9,10.3,13.5,3.79,2.20,55,0.00,0.00,1018.9,1021.4,1017.3,1011.7,1014.3,1010.1,8.56,5.50,73,90,57,4.00
2024-03-13,18.3,20.6,16.6,16.4,19.0,14.6,0.00,7.28,16.10,78,18.20,3.67,52,100,6,12.9,10.8,15.1,5.70,3.71,78,0.00,0.00,1018.6,1020.7,1017.0,1011.5,1013.6,1009.9,12.33,8.00,71,82,56,3.67
2024-03-14,19.0,21.0,17.2,18.3,20.6,15.8,0.00,6.10,13.50,77,12.99,2.56,84,100,29,15.9,14.0,17.4,5.14,3.81,77,0.00,0.00,1017.4,1019.1,1015.7,1010.3,1012.0,1008.6,11.05,7.90,82,92,76,2.56
2024-03-15,19.8,21.3,18.6,19.9,20.9,18.7,0.40,6.97,14.90,74,9.77,2.01,100,100,100,17.3,16.6,18.1,4.91,3.89,74,0.40,0.00,1017.1,1019.0,1015.8,1010.1,1011.9,1008.7,10.49,8.30,86,90,78,2.01
2024-03-16,20.6,22.1,19.6,22.3,24.3,20.0,1.00,4.68,9.70,71,6.99,1.42,98,100,48,19.1,17.9,19.9,3.30,1.97,71,1.00,0.00,1017.6,1019.7,1015.7,1010.5,1012.6,1008.7,7.32,4.00,91,97,86,1.42
2024-03-17,21.7,25.3,19.6,24.6,28.9,21.6,0.00,2.94,7.20,94,16.26,2.98,65,100,0,20.1,19.3,20.9,2.16,0.67,94,0.00,0.00,1016.5,1019.5,1014.2,1009.4,1012.5,1007.2,5.10,1.10,91,99,73,2.98
2024-03-18,20.5,21.8,18.5,22.4,24.1,20.3,0.90,4.80,10.60,80,6.52,1.23,79,100,3,19.4,18.1,20.6,3.03,1.10,80,0.90,0.00,1015.9,1018.0,1014.2,1008.8,1010.9,1007.1,6.49,1.70,93,100,88,1.23
2024-03-19,19.4,22.9,16.4,18.4,22.8,14.2,0.20,5.82,12.30,23,16.80,3.77,62,100,0,13.4,9.2,18.1,4.50,2.80,23,0.20,0.00,1019.3,1022.2,1017.3,1012.2,1015.1,1010.2,9.75,5.50,69,95,52,3.77
2024-03-20,18.4,21.5,14.8,16.9,21.0,12.8,0.00,4.92,10.60,59,21.75,4.55,53,100,0,10.4,8.1,13.5,3.67,2.64,59,0.00,0.00,1022.3,1024.7,1020.7,1015.2,1017.6,1013.6,8.34,5.90,60,73,47,4.55
2024-03-21,18.8,20.8,16.4,17.7,20.7,14.4,0.00,5.52,12.80,87,22.17,4.21,25,98,0,12.9,10.3,16.9,4.37,3.31,87,0.00,0.00,1018.0,1022.5,1014.2,1010.9,1015.3,1007.1,9.70,6.80,69,84,57,4.21
2024-03-22,21.5,24.9,18.8,23.3,27.6,20.2,0.10,4.24,10.30,102,20.71,3.72,71,100,6,18.7,17.3,19.9,3.10,1.84,102,0.10,0.00,1013.4,1015.7,1010.8,1006.3,1008.6,1003.8,7.34,4.10,85,96,69,3.72
2024-03-23,22.9,26.0,20.2,25.6,28.6,22.6,1.40,4.71,11.20,149,17.86,3.29,79,100,46,20.8,19.4,22.4,3.35,2.19,149,1.40,0.00,1012.6,1015.0,1010.7,1005.6,1008.1,1003.7,7.59,4.70,89,99,72,3.29
2024-03-24,23.9,27.5,21.8,27.5,31.5,25.0,0.00,3.98,8.90,137,21.54,4.05,84,100,20,21.8,20.5,22.6,2.78,1.50,137,0.00,0.00,1014.6,1017.3,1012.7,1007.7,1010.4,1005.7,6.80,3.50,89,100,66,4.05
2024-03-25,23.7,27.3,21.8,27.5,31.0,25.6,0.40,3.85,9.30,186,17.35,3.29,65,100,10,22.0,21.7,22.6,2.20,0.71,186,0.40,0.00,1014.5,1016.5,1012.9,1007.6,1009.6,1006.0,5.58,2.30,91,100,71,3.29
2024-03-26,24.7,29.8,21.5,28.1,33.5,24.2,0.10,4.14,8.50,77,19.08,4.02,72,100,3,20.8,19.3,21.8,2.06,0.10,77,0.10,0.00,1017.0,1019.2,1015.3,1010.1,1012.3,1008.3,5.17,2.10,81,100,55,4.02
2024-03-27,21.6,23.3,20.5,22.7,24.4,20.9,1.10,5.34,11.50,83,11.56,2.34,98,100,54,19.1,18.3,20.3,4.53,3.20,83,1.10,0.00,1018.2,1021.1,1016.2,1011.2,1014.0,1009.2,10.15,7.30,86,92,77,2.34
2024-03-28,24.0,28.2,21.1,27.3,32.1,22.7,0.70,4.44,8.80,168,17.00,3.48,86,100,25,21.0,20.0,22.0,2.39,0.71,168,0.70,0.00,1013.7,1017.0,1010.5,1006.8,1010.0,1003.6,6.08,1.90,84,98,62,3.48
2024-03-29,24.0,28.1,20.7,28.1,32.6,24.4,1.60,2.63,7.50,198,17.09,3.40,100,100,99,21.5,20.6,23.0,1.25,0.14,198,1.60,0.00,1013.9,1016.2,1011.5,1006.9,1009.2,1004.6,3.74,1.80,87,99,67,3.40
2024-03-30,24.4,28.3,21.1,28.1,31.9,24.8,2.70,4.47,10.50,192,21.50,4.15,59,100,0,21.9,20.7,23.4,2.63,0.71,192,2.70,0.00,1013.7,1016.4,1010.5,1006.7,1009.5,1003.6,6.76,2.70,87,99,63,4.15
2024-03-31,24.2,26.8,21.6,28.4,32.0,24.5,15.50,4.50,11.30,201,10.07,1.92,88,100,22,23.6,21.4,25.1,3.14,0.81,201,15.50,0.00,1011.4,1013.2,1009.2,1004.4,1006.3,1002.3,8.01,4.50,96,100,90,1.92
2024-04-01,24.4,27.0,21.9,28.0,30.6,25.5,12.70,6.80,14.60,163,16.14,2.75,65,100,27,23.4,21.8,25.5,4.28,0.98,163,12.70,0.00,1010.3,1012.3,1008.4,1003.4,1005.4,1001.5,9.52,3.20,94,99,82,2.75
2024-04-02,25.0,28.1,23.4,28.3,31.7,27.0,3.80,6.76,14.80,174,18.35,3.39,43,100,14,23.2,22.1,24.0,4.75,2.34,174,3.80,0.00,1009.1,1011.1,1005.7,1002.1,1004.2,998.8,10.55,4.90,90,99,71,3.39
2024-04-03,25.3,27.5,23.8,28.9,31.0,26.7,8.70,6.46,13.30,176,18.89,3.35,46,100,20,23.6,22.9,24.4,4.51,1.43,176,8.70,0.00,1009.9,1012.5,1007.9,1003.0,1005.6,1001.0,9.86,3.50,91,96,78,3.35
2024-04-04,25.3,27.7,23.5,29.6,32.0,28.0,6.40,6.52,14.10,167,19.56,3.45,57,100,17,23.8,22.8,25.4,3.56,1.41,167,6.40,0.00,1010.7,1013.0,1008.4,1003.8,1006.0,1001.5,8.14,4.00,92,99,80,3.45
2024-04-05,24.9,27.5,22.8,28.2,31.2,25.2,4.30,5.52,12.50,134,20.11,3.71,65,100,21,22.9,21.7,23.7,4.53,3.00,134,4.30,0.00,1011.8,1014.9,1010.2,1004.9,1007.9,1003.3,9.88,6.70,89,99,74,3.71
2024-04-06,23.5,26.0,21.8,26.1,28.7,23.2,17.40,6.76,16.30,126,9.76,1.83,96,100,71,22.3,20.9,23.5,4.67,1.02,126,17.40,0.00,1012.3,1014.7,1009.6,1005.3,1007.7,1002.7,10.76,2.50,93,98,84,1.83
2024-04-07,24.6,27.5,23.1,29.0,32.5,27.0,10.90,4.71,10.70,158,16.23,3.06,90,100,34,23.2,22.2,24.1,2.65,0.92,158,10.90,0.00,1010.6,1012.5,1008.4,1003.7,1005.6,1001.5,6.34,2.50,92,99,78,3.06
2024-04-08,24.6,27.5,20.4,28.8,32.4,21.3,5.20,4.30,9.20,151,16.89,3.21,69,100,9,23.0,18.6,24.2,2.53,0.64,151,5.20,0.00,1012.2,1014.4,1010.7,1005.3,1007.3,1003.7,6.07,1.60,91,99,77,3.21
2024-04-09,21.1,23.2,18.9,21.5,24.0,18.8,0.70,6.45,12.90,51,8.34,2.21,93,100,49,17.6,15.4,19.3,4.48,2.73,51,0.70,0.00,1015.6,1018.2,1013.4,1008.6,1011.1,1006.3,9.55,6.40,81,86,78,2.21
2024-04-10,22.1,24.6,20.0,22.8,26.4,19.7,0.00,6.10,12.60,78,22.23,4.49,47,100,1,17.3,16.0,19.5,4.21,2.53,78,0.00,0.00,1017.0,1019.5,1015.0,1010.0,1012.5,1008.0,9.50,5.50,75,90,60,4.49
2024-04-11,22.8,25.5,21.1,25.2,29.2,22.4,0.00,4.80,10.30,89,21.52,3.98,36,95,0,19.9,19.0,20.8,3.12,1.00,89,0.00,0.00,1016.1,1018.9,1013.9,1009.1,1011.9,1006.9,7.26,1.90,84,96,73,3.98
2024-04-12,23.7,27.4,21.2,27.7,32.3,24.4,0.00,3.11,8.40,148,22.23,4.14,22,96,0,21.6,20.6,22.4,1.80,0.78,148,0.00,0.00,1013.5,1015.8,1010.7,1006.6,1008.9,1003.8,4.58,1.70,89,98,72,4.14
2024-04-13,24.5,27.8,20.6,28.8,32.8,24.6,0.20,3.23,8.30,183,21.24,4.06,65,100,0,22.3,20.4,23.6,1.93,0.10,183,0.20,0.00,1011.6,1013.4,1009.9,1004.6,1006.5,1003.0,4.93,1.50,89,99,73,4.06
2024-04-14,25.4,28.5,23.3,29.8,32.8,27.5,2.20,4.75,11.10,170,19.38,3.75,72,99,20,23.4,22.6,24.4,3.00,1.17,170,2.20,0.00,1012.0,1014.5,1010.3,1005.1,1007.6,1003.3,6.92,2.50,89,99,71,3.75
2024-04-15,25.5,28.7,22.8,30.3,33.3,27.2,1.60,4.44,10.10,198,16.37,3.25,85,100,0,23.6,22.5,24.2,2.30,0.76,198,1.60,0.00,1013.1,1015.3,1011.2,1006.1,1008.4,1004.3,5.46,1.70,90,99,72,3.25
2024-04-16,25.3,29.0,21.1,29.2,32.4,24.5,0.90,5.58,12.70,207,19.94,3.91,47,100,0,23.0,21.1,24.6,3.32,1.48,207,0.90,0.00,1011.3,1013.8,1008.9,1004.4,1006.9,1002.0,7.48,2.80,88,100,67,3.91
2024-04-17,26.2,28.7,24.4,30.6,32.7,28.6,4.20,5.89,13.00,200,19.71,3.75,68,100,15,24.1,23.1,24.9,3.64,0.89,200,4.20,0.00,1010.1,1012.1,1007.4,1003.2,1005.2,1000.6,8.40,2.30,89,99,72,3.75
2024-04-18,25.2,26.4,23.9,29.8,31.1,28.0,2.70,4.12,8.70,200,10.77,2.14,86,100,4,23.7,22.8,24.9,2.49,1.20,200,2.70,0.00,1008.9,1011.9,1006.3,1002.0,1005.0,999.4,5.88,2.80,92,99,84,2.14
2024-04-19,25.6,27.7,23.1,28.7,30.5,27.1,15.30,7.07,14.70,170,16.00,3.12,89,100,38,23.5,22.5,24.2,5.06,1.50,170,15.30,0.00,1008.2,1010.1,1005.7,1001.3,1003.2,998.9,10.89,3.90,89,98,76,3.12
2024-04-20,26.0,28.6,22.8,29.7,32.0,26.8,27.40,6.40,14.50,178,14.13,2.76,88,100,39,24.2,22.6,25.1,4.84,2.42,178,27.40,0.00,1007.9,1011.2,1005.4,1001.0,1004.2,998.6,10.68,6.40,90,99,76,2.76
2024-04-21,24.6,26.1,22.6,27.9,29.5,25.7,23.50,7.21,16.90,173,10.01,1.87,94,100,59,23.4,22.0,24.6,4.69,1.66,173,23.50,0.00,1008.8,1010.8,1006.6,1001.8,1003.8,999.7,10.50,4.40,93,98,82,1.87
2024-04-22,24.4,28.2,22.1,28.6,32.8,25.9,42.20,5.16,12.30,206,15.21,2.91,80,100,8,22.9,21.4,24.0,2.61,0.60,206,42.20,0.00,1008.7,1011.1,1006.2,1001.8,1004.2,999.3,6.74,2.60,92,99,76,2.91
2024-04-23,23.8,25.8,22.2,28.1,30.1,26.4,36.80,4.46,10.70,230,4.94,1.01,94,100,36,23.2,22.0,24.4,2.47,0.71,230,36.80,0.00,1008.2,1009.9,1006.4,1001.3,1002.9,999.5,6.46,2.40,97,100,87,1.01
2024-04-24,24.9,27.8,22.5,30.0,34.6,26.9,7.20,4.32,8.90,135,16.29,3.14,88,100,41,23.7,22.2,25.1,1.66,0.50,135,7.20,0.00,1008.9,1010.9,1006.9,1002.0,1004.0,1000.0,4.98,1.50,93,99,84,3.14
2024-04-25,24.0,25.5,22.6,27.4,29.1,25.9,38.30,6.61,14.40,163,11.76,2.02,89,100,16,23.2,22.5,24.6,4.16,1.49,163,38.30,0.00,1007.7,1010.1,1005.6,1000.8,1003.2,998.7,9.83,3.70,95,100,87,2.02
2024-04-26,24.1,26.9,22.3,27.9,32.7,25.5,79.90,7.64,16.30,195,8.28,1.63,94,100,53,23.3,22.1,24.1,3.77,1.39,195,79.90,0.00,1005.3,1007.3,1003.3,998.4,1000.4,996.4,9.76,5.50,95,100,84,1.63
2024-04-27,24.7,28.6,22.4,29.3,35.9,25.8,60.40,3.93,11.20,119,16.25,3.00,89,100,35,23.7,22.1,26.5,2.83,0.76,119,60.40,0.00,1006.0,1007.5,1004.7,999.1,1000.7,997.8,7.56,5.00,95,100,88,3.00
2024-04-28,24.1,25.9,22.2,27.7,29.7,25.8,73.90,5.60,13.10,120,12.62,2.29,87,100,42,23.0,21.8,24.2,3.75,0.54,120,73.90,0.00,1008.6,1011.0,1006.1,1001.7,1004.1,999.2,9.41,5.20,94,99,82,2.29
2024-04-29,26.5,28.5,24.6,31.3,33.5,29.2,9.10,5.79,12.10,157,19.27,3.44,64,100,28,25.4,24.3,26.2,4.31,2.50,157,9.10,0.00,1008.5,1011.2,1006.0,1001.6,1004.3,999.2,9.43,6.20,94,100,84,3.44
2024-04-30,26.3,28.9,23.1,30.8,33.7,27.3,50.90,6.56,13.90,199,18.41,3.35,63,100,19,25.0,23.0,26.2,4.64,1.43,199,50.90,0.00,1005.2,1007.9,1003.4,998.4,1001.0,996.5,10.63,7.20,93,99,81,3.35
2024-05-01,23.5,25.1,22.5,27.9,30.0,25.8,41.70,3.59,8.70,71,5.60,1.19,95,100,43,22.7,22.3,23.3,1.65,0.42,71,41.70,0.00,1008.8,1011.5,1006.2,1001.8,1004.5,999.3,4.46,2.20,96,99,86,1.19
2024-05-02,23.4,24.9,21.0,25.9,27.1,24.2,1.40,6.10,14.30,78,10.00,1.98,88,100,29,21.9,20.6,22.7,4.37,1.52,78,1.40,0.00,1011.6,1013.1,1009.9,1004.6,1006.2,1002.9,9.32,3.50,91,98,84,1.98
2024-05-03,24.1,25.8,23.1,26.4,27.8,24.8,2.80,7.24,15.90,91,10.52,2.24,100,100,93,22.1,21.3,22.7,5.30,3.80,91,2.80,0.00,1012.3,1014.0,1010.8,1005.3,1007.1,1003.9,11.38,7.90,89,94,80,2.24
2024-05-04,23.5,25.0,22.0,27.0,28.7,25.5,30.80,5.18,11.10,116,7.59,1.42,99,100,81,22.9,21.6,23.7,3.84,1.22,116,30.80,0.00,1009.5,1011.2,1007.7,1002.6,1004.2,1000.8,8.78,4.30,96,99,90,1.42
2024-05-05,24.0,26.9,20.9,28.5,31.9,24.7,5.90,3.27,10.60,117,18.32,3.41,49,100,6,22.5,20.6,23.8,1.61,0.70,117,5.90,0.00,1009.9,1012.4,1007.8,1003.0,1005.4,1000.8,4.97,1.90,91,99,81,3.41
2024-05-06,25.4,28.6,22.2,30.8,35.6,26.5,2.80,3.40,8.20,125,19.74,3.84,77,100,1,24.0,22.1,25.6,1.64,0.30,125,2.80,0.00,1012.3,1014.2,1010.6,1005.4,1007.2,1003.7,4.53,1.70,92,99,79,3.84
2024-05-07,25.0,28.8,22.0,29.8,35.2,26.0,5.70,4.37,10.00,60,19.28,3.66,79,100,25,23.4,21.7,24.6,2.20,0.78,60,5.70,0.00,1013.5,1015.4,1011.8,1006.5,1008.4,1004.9,5.75,1.60,91,98,77,3.66
2024-05-08,25.1,28.7,23.0,29.6,35.2,27.0,8.30,2.97,6.50,60,18.70,3.71,86,100,31,22.9,20.8,23.8,2.08,0.20,60,8.30,0.00,1014.1,1015.8,1011.9,1007.1,1008.8,1005.0,5.38,4.40,88,97,71,3.71
2024-05-09,24.5,26.0,23.7,25.3,27.7,23.8,0.00,7.09,15.60,77,18.99,4.39,89,100,35,19.6,18.3,21.8,5.75,2.47,77,0.00,0.00,1014.9,1016.9,1013.2,1007.9,1009.9,1006.2,12.33,5.20,74,87,66,4.39
2024-05-10,24.3,26.0,23.0,25.9,28.6,23.8,0.00,6.65,14.10,86,17.60,3.71,91,100,40,20.9,19.3,22.3,5.40,3.40,86,0.00,0.00,1014.7,1017.3,1012.0,1007.7,1010.3,1005.1,11.67,7.20,81,89,75,3.71
2024-05-11,25.5,27.9,23.5,29.6,33.2,26.6,0.60,4.50,9.60,98,20.53,3.91,92,100,43,23.3,22.2,24.4,3.33,1.36,98,0.60,0.00,1013.3,1016.7,1009.9,1006.4,1009.8,1003.0,7.49,3.10,88,98,78,3.91
2024-05-12,25.9,29.2,23.8,32.0,36.9,29.4,9.70,2.00,6.00,125,17.42,3.52,87,100,16,24.7,23.7,25.9,0.93,0.00,125,9.70,0.00,1011.5,1014.1,1008.7,1004.6,1007.2,1001.9,3.46,1.40,93,100,80,3.52
2024-05-13,24.5,29.1,22.6,28.8,36.0,24.9,25.80,5.23,10.30,42,14.13,2.81,89,100,21,23.1,21.6,24.2,2.76,0.81,42,25.80,0.00,1011.4,1014.1,1009.6,1004.5,1007.1,1002.6,6.21,3.20,92,99,73,2.81
2024-05-14,23.6,25.7,21.8,25.0,28.1,22.0,0.20,5.24,11.10,82,26.65,5.28,37,100,0,18.1,14.8,21.4,3.91,2.20,82,0.20,0.00,1013.5,1015.3,1011.7,1006.5,1008.3,1004.8,8.61,4.70,73,94,52,5.28
2024-05-15,24.0,26.9,21.9,26.4,29.9,24.3,0.00,3.62,8.50,77,24.08,4.76,64,100,3,19.1,16.4,20.8,2.73,1.26,77,0.00,0.00,1014.5,1017.2,1012.6,1007.6,1010.2,1005.6,6.33,2.90,75,93,54,4.76
2024-05-16,23.7,26.0,21.5,24.3,26.6,22.9,0.00,7.36,16.20,77,27.11,5.52,11,99,0,17.4,13.7,19.7,4.70,1.84,77,0.00,0.00,1015.0,1016.7,1013.4,1008.0,1009.7,1006.4,10.42,3.70,69,85,48,5.52
2024-05-17,23.8,26.4,22.0,26.2,30.0,24.1,3.10,4.16,9.80,82,22.20,4.36,59,100,0,19.8,18.8,20.6,3.16,1.28,82,3.10,0.00,1012.6,1014.5,1010.1,1005.7,1007.6,1003.2,7.33,3.30,79,90,66,4.36
2024-05-18,24.5,27.0,22.8,27.1,30.3,25.0,1.00,5.00,11.40,79,22.77,4.50,99,100,92,20.7,19.7,21.9,3.73,1.25,79,1.00,0.00,1009.9,1011.9,1007.1,1003.0,1005.0,1000.2,8.21,2.60,80,90,66,4.50
2024-05-19,23.3,26.2,21.0,25.1,27.5,21.9,15.30,7.30,15.70,77,12.29,2.42,99,100,77,21.4,19.4,23.4,5.39,4.03,77,15.30,0.00,1007.7,1009.5,1006.0,1000.8,1002.5,999.1,11.50,8.40,89,99,76,2.42
2024-05-20,23.8,25.2,22.5,27.5,29.4,25.3,41.20,5.65,11.30,70,5.27,1.01,100,100,100,23.4,22.2,24.3,3.81,1.50,70,41.20,0.00,1007.1,1008.9,1005.9,1000.1,1002.0,999.0,8.57,4.90,98,99,94,1.01
2024-05-21,24.8,27.3,22.6,29.2,33.3,25.1,31.90,5.39,11.30,101,14.63,2.77,100,100,97,23.7,22.3,24.6,2.96,0.60,101,31.90,0.00,1008.6,1009.9,1007.2,1001.7,1003.0,1000.3,7.35,2.00,94,99,85,2.77
2024-05-22,24.8,26.4,23.6,30.0,32.2,29.0,14.70,3.34,8.30,154,12.30,2.33,100,100,100,24.0,23.5,24.9,1.56,0.32,154,14.70,0.00,1009.1,1010.6,1007.1,1002.1,1003.7,1000.2,4.32,0.90,96,100,90,2.33
2024-05-23,24.6,25.9,23.7,29.5,30.4,28.5,27.80,4.33,10.30,156,9.99,1.87,100,100,97,23.8,23.3,24.6,2.16,0.61,156,27.80,0.00,1009.4,1011.1,1007.7,1002.5,1004.2,1000.8,5.35,1.50,95,99,89,1.87
2024-05-24,24.2,25.0,23.5,28.8,29.4,27.7,44.00,4.81,10.40,143,4.54,0.90,100,100,100,23.9,23.2,24.4,2.78,1.27,143,44.00,0.00,1010.0,1011.9,1008.3,1003.1,1005.0,1001.4,6.34,4.30,98,99,93,0.90
2024-05-25,24.8,27.2,22.9,29.9,31.7,27.8,61.10,3.31,10.50,147,15.58,2.94,97,100,53,23.7,22.7,25.0,1.88,0.50,147,61.10,0.00,1010.1,1011.9,1008.3,1003.2,1005.0,1001.4,5.68,2.80,94,99,81,2.94
2024-05-26,26.1,28.3,24.2,31.7,34.3,29.7,6.10,4.10,9.10,177,14.07,2.81,100,100,98,24.8,23.7,25.8,1.86,0.40,177,6.10,0.00,1008.4,1010.4,1005.7,1001.5,1003.5,998.8,4.73,1.90,93,99,83,2.81
2024-05-27,26.1,28.0,24.7,31.0,32.7,28.7,31.80,6.33,14.10,217,14.92,2.74,97,100,85,24.8,24.0,25.6,3.50,0.78,217,31.80,0.00,1004.2,1006.8,1001.0,997.3,999.9,994.2,8.32,2.80,93,99,80,2.74
2024-05-28,26.0,29.6,24.0,31.6,37.5,27.5,33.20,7.00,14.50,102,15.53,3.16,86,100,53,24.8,23.6,26.2,2.22,0.50,102,33.20,0.00,1003.2,1005.8,1001.3,996.4,998.9,994.5,5.91,1.80,93,99,82,3.16
2024-05-29,24.9,25.7,23.7,25.7,27.3,24.0,0.00,7.58,16.20,79,20.12,4.39,85,100,22,20.9,18.8,23.4,6.99,5.82,79,0.00,0.00,1005.7,1007.2,1004.0,998.8,1000.3,997.1,14.85,11.80,79,91,66,4.39
2024-05-30,25.3,26.7,24.2,27.8,29.6,25.8,2.40,6.86,15.10,80,10.29,2.31,100,100,100,23.3,21.6,24.7,6.02,4.78,80,2.40,0.00,1006.0,1007.7,1004.6,999.1,1000.8,997.7,12.90,10.40,89,96,82,2.31
2024-05-31,26.1,27.9,24.9,30.6,32.9,29.0,21.70,5.82,13.70,118,13.06,2.43,96,100,64,25.0,24.5,25.9,4.46,3.29,118,21.70,0.00,1006.6,1008.6,1005.3,999.7,1001.7,998.4,10.50,7.10,94,99,84,2.43
2024-06-01,25.4,26.2,24.8,28.5,29.7,27.5,43.20,8.44,17.70,198,7.04,1.26,100,100,96,24.8,24.4,25.2,6.81,4.66,198,43.20,0.00,1007.6,1009.3,1005.8,1000.7,1002.4,998.9,14.60,9.30,96,99,92,1.26
2024-06-02,27.2,30.3,25.1,32.3,35.7,29.0,16.60,5.01,10.80,247,18.41,3.75,94,100,29,25.1,24.4,26.0,3.39,1.14,247,16.60,0.00,1007.6,1009.7,1005.3,1000.8,1002.9,998.5,8.05,2.60,89,98,71,3.75
